,0,1,2,3,4,5,6
1385,5.0,Dorina Klinger,Ronja Klinger,Austria,"22, Q21","$3,750.00",600.0
1386,9.0,Terese Cannon,Sarah Sponcil,United States,1,"$2,500.00",460.0
1387,9.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,4,"$2,500.00",460.0
1388,9.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,5,"$2,500.00",460.0
1389,9.0,Victoria Lopes,Taina Silva,Brazil,12,"$2,500.00",460.0
1390,9.0,Talita Antunes,Thamela Coradelli,Brazil,"14, Q4","$2,500.00",460.0
1391,9.0,Daniela Alvarez,Tania Moreno,Spain,15,"$2,500.00",460.0
1392,9.0,Hailey Harward,Kelley Kolinske,United States,"21, Q15","$2,500.00",460.0
1393,9.0,Heather Bansley,Sophie Bukovec,Canada,"24, Q30","$2,500.00",460.0
1394,17.0,Molley McBain,Sarah Pavan,Canada,"6, Q16","$1,500.00",360.0
1395,17.0,Joana Mader,Anouk Verge-Depre,Switzerland,8,"$1,500.00",360.0
1396,19.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,3,"$1,000.00",300.0
1397,19.0,Ana Gallay,Fernanda Pereyra,Argentina,13,"$1,000.00",300.0
1398,19.0,Margherita Bianchin,Claudia Scampoli,Italy,16,"$1,000.00",300.0
1399,19.0,Liliana Fernandez,Paula Soria,Spain,"18, Q8","$1,000.00",300.0
1400,19.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,20,"$1,000.00",300.0
1401,19.0,Amanda Harnett,Lea Monkhouse,Canada,23,"$1,000.00",300.0
1402,25.0,Megan Kraft,Emily Stockman,United States,Q5,$0.00,220.0
1403,25.0,Leonie Kortzinger,Lea Kunst,Germany,Q9,$0.00,220.0
1404,25.0,Madelyne Anderson,Molly Shaw,United States,Q10,$0.00,220.0
1405,25.0,Niina Ahtiainen,Taru Lahti,Finland,Q14,$0.00,220.0
1406,25.0,Brecht Piersma,Emi van Driel,Netherlands,Q20,$0.00,220.0
1407,25.0,Menia Bentele,Anna Lutz,Switzerland,Q27,$0.00,220.0
1408,25.0,Franziska Friedl,Katharina Schutzenhofer,Austria,Q31,$0.00,220.0
1409,25.0,Isabel Schneider,Julia Sude,Germany,Q32,$0.00,220.0
1410,33.0,Olivia MacDonald,Alice Zeimann,New Zealand,Q1,$0.00,140.0
1411,33.0,Jie Dong,Fan Wang,China,Q2,$0.00,140.0
1412,33.0,Maria Gonzalez,Allanis Navas,Puerto Rico,Q3,$0.00,140.0
1413,33.0,Xinxin Wang,Lingdi Zhu,China,Q6,$0.00,140.0
1414,33.0,Karla Borger,Sandra Ittlinger,Germany,Q12,$0.00,140.0
1415,33.0,Meimei Lin,Jinjin Zeng,China,Q13,$0.00,140.0
1416,33.0,Abril Flores,Atenas Gutierrez,Mexico,Q17,$0.00,140.0
1417,33.0,Maria Carro,Angela Lobato,Spain,Q18,$0.00,140.0
1418,33.0,Sunniva Helland-Hansen,Emilie Olimstad,Norway,Q19,$0.00,140.0
1419,33.0,Akiko Hasegawa,Yurika Sakaguchi,Japan,Q22,$0.00,140.0
1420,33.0,Brook Bauer,Katie Horton,United States,Q23,$0.00,140.0
1421,33.0,Marie-Alex Belanger,Shanice Marcelle,Canada,Q24,$0.00,140.0
1422,33.0,Deahna Kraft,Zana Muno,United States,Q25,$0.00,140.0
1423,33.0,Suzuka Hashimoto,Reika Murakami,Japan,Q26,$0.00,140.0
1424,33.0,Toni Rodriguez,Savvy Simo,United States,Q28,$0.00,140.0
1425,33.0,Megan McNamara,Nicole McNamara,Canada,Q29,$0.00,140.0
1426,1.0,Anders Mol,Christian Sorum,Norway,1,"$30,000.00",1200.0
1427,2.0,Andy Benesh,Miles Partain,United States,2,"$20,000.00",1100.0
1428,3.0,Adrian Carambula,Alex Ranghieri,Italy,6,"$14,000.00",1000.0
1429,4.0,Evandro Goncalves,Arthur Lanci,Brazil,11,"$10,000.00",900.0
1430,5.0,Nils Ehlers,Clemens Wickler,Germany,4,"$8,000.00",760.0
1431,5.0,Ahmed Tijan,Cherif Younousse,Qatar,5,"$8,000.00",760.0
1432,5.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,7,"$8,000.00",760.0
1433,5.0,Vitor Felipe,Renato Lima,Brazil,"14, Q2","$8,000.00",760.0
1434,9.0,Arnaud Gauthier-Rat,Youssef Krou,France,9,"$6,000.00",600.0
1435,9.0,Yorick de Groot,Matthew Immers,Netherlands,10,"$6,000.00",600.0
1436,9.0,Guto Carvalhaes,Pedro Solberg,Brazil,"13, Q1","$6,000.00",600.0
1437,9.0,Chase Budinger,Miles Evans,United States,"16, Q13","$6,000.00",600.0
1438,13.0,Andre Loyola,George Wanderley,Brazil,3,"$5,000.00",460.0
1439,13.0,Esteban Grimalt,Marco Grimalt,Chile,8,"$5,000.00",460.0
1440,13.0,Daniel Dearing,Sam Schachter,Canada,12,"$5,000.00",460.0
1441,13.0,Izac Carracher,Mark Nicolaidis,Australia,"15, Q11","$5,000.00",460.0
1442,17.0,Paul Burnett,Christopher McHugh,Australia,Q3,$0.00,400.0
1443,17.0,Adrian Gavira,Pablo Herrera,Spain,Q5,$0.00,400.0
1444,17.0,Sergiy Popov,Eduard Reznik,Ukraine,Q7,$0.00,400.0
1445,17.0,Samuele Cottafava,Paolo Nicolai,Italy,Q8,$0.00,400.0
1446,21.0,Leon Luini,Christiaan Varenhorst,Netherlands,Q4,$0.00,340.0
1447,21.0,Tri Bourne,Chaim Schalk,United States,Q6,$0.00,340.0
1448,21.0,Kyle Friend,Paul Lotman,United States,Q9,$0.00,340.0
1449,21.0,Poravid Taovato,Pithak Tipjan,Thailand,Q10,$0.00,340.0
1450,21.0,Arthur Canet,Teo Rotar,France,Q12,$0.00,340.0
1451,21.0,Daniele Lupo,Enrico Rossi,Italy,Q14,$0.00,340.0
1452,21.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,Q15,$0.00,340.0
1453,21.0,Jake MacNeil,Alexander Russell,Canada,Q16,$0.00,340.0
1454,1.0,Melissa Humana-Paredes,Brandie Wilkerson,Canada,4,"$30,000.00",1200.0
1455,2.0,Julia Donlin,Betsi Flint,United States,"14, Q6","$20,000.00",1100.0
1456,3.0,Xinyi Xia,Chen Xue,China,10,"$14,000.00",1000.0
1457,4.0,Raisa Schoon,Katja Stam,Netherlands,12,"$10,000.00",900.0
1458,5.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$8,000.00",760.0
1459,5.0,Taryn Brasher,Kristen Nuss,United States,3,"$8,000.00",760.0
1460,5.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,9,"$8,000.00",760.0
1461,5.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,"16, Q13","$8,000.00",760.0
1462,9.0,Kelly Cheng,Sara Hughes,United States,2,"$6,000.00",600.0
1463,9.0,Mariafe Artacho,Taliqua Clancy,Australia,5,"$6,000.00",600.0
1464,9.0,Carol Salgado,Barbara Seixas,Brazil,7,"$6,000.00",600.0
1465,9.0,Molley McBain,Sarah Pavan,Canada,11,"$6,000.00",600.0
1466,13.0,Terese Cannon,Sarah Sponcil,United States,6,"$5,000.00",460.0
1467,13.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,8,"$5,000.00",460.0
1468,13.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,"13, Q2","$5,000.00",460.0
1469,13.0,Talita Antunes,Thamela Coradelli,Brazil,"15, Q8","$5,000.00",460.0
1470,17.0,Svenja Muller,Cinja Tillmann,Germany,Q1,$0.00,400.0
1471,17.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,Q3,$0.00,400.0
1472,17.0,Daniela Alvarez,Tania Moreno,Spain,Q10,$0.00,400.0
1473,17.0,Margherita Bianchin,Claudia Scampoli,Italy,Q12,$0.00,400.0
1474,21.0,Miki Ishii,Sayaka Mizoe,Japan,Q4,$0.00,340.0
1475,21.0,Tjasa Kotnik,Tajda Lovsin,Slovenia,Q5,$0.00,340.0
1476,21.0,Victoria Lopes,Taina Silva,Brazil,Q7,$0.00,340.0
1477,21.0,Jie Dong,Fan Wang,China,Q9,$0.00,340.0
1478,21.0,Olivia MacDonald,Alice Zeimann,New Zealand,Q11,$0.00,340.0
1479,21.0,Heather Bansley,Sophie Bukovec,Canada,Q14,$0.00,340.0
1480,21.0,Ana Gallay,Fernanda Pereyra,Argentina,Q15,$0.00,340.0
1481,21.0,Megan McNamara,Nicole McNamara,Canada,Q16,$0.00,340.0
1482,1.0,Kristians Fokerots,Martins Plavins,Latvia,4,"€ 1,000.00",400.0
1483,2.0,Jedrzej Brozyniak,Piotr Janiak,Poland,2,€ 700.00,360.0
1484,3.0,Olivers Bulgacs,Edgars Tocs,Latvia,"7, Q1",€ 500.00,320.0
1485,4.0,Robert Juchnevic,Artur Vasiljev,Lithuania,6,€ 400.00,280.0
1486,5.0,Jonathan Jordan,Immanuel Zurcher,Switzerland,5,€ 300.00,240.0
1487,5.0,Vaclav Bercik,Matyas Dzavoronok,Czech Republic,8,€ 300.00,240.0
1488,5.0,Ardis Bedritis,Arturs Rinkevics,Latvia,9,€ 300.00,240.0
1489,5.0,Mateus De Paula,Adelmo Goncalves,Brazil,"16, Q15",€ 300.00,240.0
1490,9.0,Thijs Nijeboer,Mart van Werkhoven,Netherlands,3,€ 200.00,180.0
1491,9.0,Szymon Beta,Filip Lejawa,Poland,13,€ 200.00,180.0
1492,9.0,Sandis Berzins,Davis Teteris,Latvia,"14, Q13",€ 200.00,180.0
1493,9.0,Filip Brandt,Maciej Kaluza,Poland,"15, Q14",€ 200.00,180.0
1494,13.0,Pawel Lewandowski,Maciej Rudol,Poland,1,€ 100.00,140.0
1495,13.0,Thibault Goset,Louis Laenen,Belgium,10,€ 100.00,140.0
1496,13.0,Michal Korycki,Milosz Kruk,Poland,11,€ 100.00,140.0
1497,13.0,Erlend Henriksveen,Vegard Lokken,Norway,"12, Q6",€ 100.00,140.0
1498,17.0,Artem Besarab,Aleksander Czachorowski,Poland,Q5,€ 0.00,100.0
1499,17.0,Dimitriy Korotkov,Urmas Piik,Estonia,Q8,€ 0.00,100.0
1500,17.0,Matyas Jezek,Adam Waber,Czech Republic,Q10,€ 0.00,100.0
1501,21.0,Matteo Cecchini,Mauro Sacripanti,Italy,Q2,€ 0.00,60.0
1502,21.0,Nils Ringoen,Svein Solhaug,Norway,Q3,€ 0.00,60.0
1503,21.0,Abdelrahman Fayed,Atef Nassif,Egypt,Q4,€ 0.00,60.0
1504,21.0,Dimitrios Chatzinikolaou,Stavros Ntallas,Greece,Q7,€ 0.00,60.0
1505,21.0,Kaur Kais,Rasmus Meius,Estonia,Q9,€ 0.00,60.0
1506,21.0,Daniel Moreno,Pablo Perez,Spain,Q11,€ 0.00,60.0
1507,21.0,David Lenc,David Westphal,Czech Republic,Q12,€ 0.00,60.0
1508,21.0,Michael Hemmes,Calvin Ooms,Netherlands,Q16,€ 0.00,60.0
1509,1.0,Dorina Klinger,Ronja Klinger,Austria,3,"€ 1,000.00",400.0
1510,2.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,1,€ 700.00,360.0
1511,3.0,Aline Chamereau,Clemence Vieira,France,7,€ 500.00,320.0
1512,4.0,Sunniva Helland-Hansen,Emilie Olimstad,Norway,8,€ 400.00,280.0
1513,5.0,Maria Gonzalez,Allanis Navas,Puerto Rico,2,€ 300.00,240.0
1514,5.0,Valerie Dvornikova,Anna Pospisilova,Czech Republic,"12, Q5",€ 300.00,240.0
1515,5.0,Malgorzata Ciezkowska,Urszula Lunio,Poland,13,€ 300.00,240.0
1516,5.0,Inna Makhno,Sofiia Rylova,Ukraine,"16, Q9",€ 300.00,240.0
1517,9.0,Menia Bentele,Anna Lutz,Switzerland,4,€ 200.00,180.0
1518,9.0,Katarzyna Kociolek,Marta Lodej,Poland,6,€ 200.00,180.0
1519,9.0,Heleene Hollas,Liisa Remmelg,Estonia,"14, Q7",€ 200.00,180.0
1520,9.0,Agata Ceynowa,Julia Kielak,Poland,15,€ 200.00,180.0
1521,13.0,Melanie Paul,Hanna-Marie Schieder,Germany,5,€ 100.00,140.0
1522,13.0,Gerda Grudzinskaite,Rugile Grudzinskaite,Lithuania,9,€ 100.00,140.0
1523,13.0,Anna Pavelkova,Katerina Pavelkova,Czech Republic,"10, Q3",€ 100.00,140.0
1524,13.0,Saofe Duval,Pia Szewczyk,France,"11, Q4",€ 100.00,140.0
1525,17.0,Annique Niederhauser,Shana Zobrist,Switzerland,Q1,€ 0.00,100.0
1526,17.0,Liva Ebere,Deniela Konstantinova,Latvia,Q6,€ 0.00,100.0
1527,17.0,Federica Frasca,Alice Gradini,Italy,Q15,€ 0.00,100.0
1528,21.0,Muriel Bossart,Leona Kernen,Switzerland,Q2,€ 0.00,60.0
1529,21.0,Daniele Kvedaraite,Irina Zobnina,Lithuania,Q8,€ 0.00,60.0
1530,21.0,Kristyna Adamcikova,Michaela Brinkova,Czech Republic,Q10,€ 0.00,60.0
1531,21.0,Dionysia Matiou,Liza Triantafillidi,Greece,Q11,€ 0.00,60.0
1532,21.0,Kristina Harmanova,Jana Simanicova,Slovakia,Q12,€ 0.00,60.0
1533,21.0,Nicole Jochym,Melania Marcinowska,Poland,Q13,€ 0.00,60.0
1534,21.0,Anhelina Khmil,Yeva Serdiuk,Ukraine,Q14,€ 0.00,60.0
1535,1.0,Likejiang Ha,Jiaxin Wu,China,1,"$1,000.00",400.0
1536,2.0,Bradley Fuller,Alani Nicklin,New Zealand,8,$700.00,360.0
1537,3.0,Alireza Aghajani,Abbas Pourasgari,Iran,3,$500.00,320.0
1538,4.0,Jie Li,Yanwei Wang,China,4,$400.00,280.0
1539,5.0,Bahman Salemi,Sina Shekarsaraei,Iran,2,$300.00,240.0
1540,5.0,John McManaway,Thomas Reid,New Zealand,5,$300.00,240.0
1541,5.0,Surin Jongklang,Dunwinit Kaewsai,Thailand,6,$300.00,240.0
1542,5.0,Netitorn Muneekul,Intuch Techakijvorakul,Thailand,7,$300.00,240.0
1543,9.0,Joshua Howat,Jack Pearse,Australia,9,$200.00,180.0
1544,9.0,Wachirawit Muadpha,Banlue Nakprakhong,Thailand,"11, Q1",$200.00,180.0
1545,9.0,Ryota Oda,Ryo Shindo,Japan,12,$200.00,180.0
1546,9.0,Hongjun Du,Jinqiu Liu,China,"15, Q6",$200.00,180.0
1547,13.0,Zhuoxin Li,Chuanyong Liu,China,10,$100.00,140.0
1548,13.0,Watanyoo Jaita,Wichaya Wisetkan,Thailand,13,$100.00,140.0
1549,13.0,Jinyang Song,Zhihui Zhang,China,"14, Q4",$100.00,140.0
1550,13.0,Xiufeng Chen,ChengDa Qin,China,"16, Q7",$100.00,140.0
1551,17.0,Junjie Liu,Zhihao Sun,China,Q2,$0.00,100.0
1552,17.0,Zongqi Xu,Yongji Zhou,China,Q3,$0.00,100.0
1553,17.0,Ryuichi Adachi,Yu Takuma,Japan,Q5,$0.00,100.0
1554,17.0,Deyu Cao,Xianwu Weng,China,Q9,$0.00,100.0
1555,21.0,Xinglong Sun,Tai Zhang,China,Q8,$0.00,60.0
1556,21.0,Hou Wang Cheong,Wai Hei Wong,Macao,Q10,$0.00,60.0
1557,21.0,L.F. Lee,Ming Kam Yiu,Hong Kong,Q11,$0.00,60.0
1558,21.0,JunKai Chang,Junnan Dong,China,Q12,$0.00,60.0
1559,1.0,Meimei Lin,Jinjin Zeng,China,2,"$1,000.00",400.0
1560,2.0,Xinxin Wang,Lingdi Zhu,China,1,$700.00,360.0
1561,3.0,Xu Yan,Mingli Zhou,China,"11, Q1",$500.00,320.0
1562,4.0,Jasmine Fleming,Georgia Johnson,Australia,3,$400.00,280.0
1563,5.0,Wenqin Han,Lvwen Yuan,China,6,$300.00,240.0
1564,5.0,Ahedan Mushajiang,Jingzhe Wang,China,7,$300.00,240.0
1565,5.0,Ieva Dumbauskaite,Skalve Krizanauskaite,Lithuania,9,$300.00,240.0
1566,5.0,Jiang Kaiyue,Yu Tong,China,"13, Q2",$300.00,240.0
1567,9.0,Majabelle Lawac,Sherysyn Toko,Vanuatu,4,$200.00,180.0
1568,9.0,Charanrutwadee Patcharamainaruebhorn,Woranatchayakorn Phirachayakrailert,Thailand,5,$200.00,180.0
1569,9.0,Kana Motomura,Riko Tsujimura,Japan,8,$200.00,180.0
1570,9.0,Galchananan Jirutchayabhornwadee,Rumpaipruet Numwong,Thailand,10,$200.00,180.0
1571,13.0,Wing Tung To,Man Ching Wong,Hong Kong,12,$100.00,140.0
1572,13.0,Kadeliye Halaiti,Yifan Yang,China,"14, Q3",$100.00,140.0
1573,13.0,Abudula Dilinaer,Jindi Dong,China,"15, Q5",$100.00,140.0
1574,13.0,K.L. Lei,K.T. Tam,Macao,16,$100.00,140.0
1575,17.0,Shuting Cao,Jiayi Xing,China,Q4,$0.00,100.0
1576,17.0,Yuran Hu,Xin Yao,China,Q6,$0.00,100.0
1577,17.0,Yingpeng Wang,Xinchen Zhang,China,Q7,$0.00,100.0
1578,1.0,David Ahman,Jonatan Hellvig,Sweden,5,"$30,000.00",1200.0
1579,2.0,Samuele Cottafava,Paolo Nicolai,Italy,"13, Q3","$20,000.00",1100.0
1580,3.0,Anders Mol,Christian Sorum,Norway,1,"$14,000.00",1000.0
1581,4.0,Andre Loyola,George Wanderley,Brazil,9,"$10,000.00",900.0
1582,5.0,Andy Benesh,Miles Partain,United States,2,"$8,000.00",760.0
1583,5.0,Ahmed Tijan,Cherif Younousse,Qatar,6,"$8,000.00",760.0
1584,5.0,Paul Henning,Sven Winter,Germany,11,"$8,000.00",760.0
1585,5.0,Adrian Gavira,Pablo Herrera,Spain,"15, Q9","$8,000.00",760.0
1586,9.0,Ondrej Perusic,David Schweiner,Czech Republic,3,"$6,000.00",600.0
1587,9.0,Nils Ehlers,Clemens Wickler,Germany,4,"$6,000.00",600.0
1588,9.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,10,"$6,000.00",600.0
1589,9.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,"16, Q10","$6,000.00",600.0
1590,13.0,Adrian Carambula,Alex Ranghieri,Italy,7,"$5,000.00",460.0
1591,13.0,Stefan Boermans,Yorick de Groot,Netherlands,8,"$5,000.00",460.0
1592,13.0,Guto Carvalhaes,Pedro Solberg,Brazil,12,"$5,000.00",460.0
1593,13.0,Piotr Kantor,Jakub Zdybek,Poland,"14, Q4","$5,000.00",460.0
1594,17.0,Vitor Felipe,Renato Lima,Brazil,Q1,$0.00,400.0
1595,17.0,Yves Haussener,Quentin Metral,Switzerland,Q11,$0.00,400.0
1596,17.0,Daniele Lupo,Enrico Rossi,Italy,Q12,$0.00,400.0
1597,17.0,Philipp Huster,Simon Pfretzschner,Germany,Q15,$0.00,400.0
1598,21.0,Sergiy Popov,Eduard Reznik,Ukraine,Q2,$0.00,340.0
1599,21.0,Matthew Immers,Steven van de Velde,Netherlands,Q5,$0.00,340.0
1600,21.0,Esteban Grimalt,Marco Grimalt,Chile,Q6,$0.00,340.0
1601,21.0,Paul Burnett,Christopher McHugh,Australia,Q7,$0.00,340.0
1602,21.0,Joaquin Bello,Luis Javier Bello,England,Q8,$0.00,340.0
1603,21.0,Florian Breer,Marco Krattiger,Switzerland,Q13,$0.00,340.0
1604,21.0,Simon Kulzer,Momme Lorenz,Germany,Q14,$0.00,340.0
1605,21.0,Lukas Pfretzschner,Robin Sowa,Germany,Q16,$0.00,340.0
1606,1.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$30,000.00",1200.0
1607,2.0,Taryn Brasher,Kristen Nuss,United States,3,"$20,000.00",1100.0
1608,3.0,Svenja Muller,Cinja Tillmann,Germany,4,"$14,000.00",1000.0
1609,4.0,Carol Salgado,Barbara Seixas,Brazil,8,"$10,000.00",900.0
1610,5.0,Melissa Humana-Paredes,Brandie Wilkerson,Canada,2,"$8,000.00",760.0
1611,5.0,Kelly Cheng,Sara Hughes,United States,5,"$8,000.00",760.0
1612,5.0,Nina Brunner,Tanja Huberli,Switzerland,6,"$8,000.00",760.0
1613,5.0,Louisa Lippmann,Laura Ludwig,Germany,"15, Q6","$8,000.00",760.0
1614,9.0,Xinyi Xia,Chen Xue,China,7,"$6,000.00",600.0
1615,9.0,Tina Graudina,Anastasija Samoilova,Latvia,9,"$6,000.00",600.0
1616,9.0,Valentina Gottardi,Marta Menegatti,Italy,"13, Q1","$6,000.00",600.0
1617,9.0,Lezana Placette,Alexia Richard,France,"14, Q10","$6,000.00",600.0
1618,13.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,10,"$5,000.00",460.0
1619,13.0,Karla Borger,Sandra Ittlinger,Germany,11,"$5,000.00",460.0
1620,13.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,12,"$5,000.00",460.0
1621,13.0,Olivia MacDonald,Alice Zeimann,New Zealand,"16, Q12","$5,000.00",460.0
1622,17.0,Raisa Schoon,Katja Stam,Netherlands,Q2,$0.00,400.0
1623,17.0,Joana Mader,Anouk Verge-Depre,Switzerland,Q3,$0.00,400.0
1624,17.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,Q8,$0.00,400.0
1625,17.0,Victoria Lopes,Taina Silva,Brazil,Q13,$0.00,400.0
1626,21.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,Q4,$0.00,340.0
1627,21.0,Daniela Alvarez,Tania Moreno,Spain,Q5,$0.00,340.0
1628,21.0,Monika Paulikiene,Aine Raupelyte,Lithuania,Q7,$0.00,340.0
1629,21.0,Jie Dong,Fan Wang,China,Q9,$0.00,340.0
1630,21.0,Leonie Kortzinger,Lea Kunst,Germany,Q11,$0.00,340.0
1631,21.0,Margherita Bianchin,Claudia Scampoli,Italy,Q14,$0.00,340.0
1632,21.0,Tjasa Kotnik,Tajda Lovsin,Slovenia,Q15,$0.00,340.0
1633,21.0,Isabel Schneider,Julia Sude,Germany,Q16,$0.00,340.0
1634,1.0,Jie Li,Yanwei Wang,China,1,"$1,000.00",400.0
1635,2.0,John McManaway,Thomas Reid,New Zealand,2,$700.00,360.0
1636,3.0,Gottsu Ishijima,Takumi Takahashi,Japan,5,$500.00,320.0
1637,4.0,Xiufeng Chen,ChengDa Qin,China,"13, Q5",$400.00,280.0
1638,5.0,Joshua Howat,Jack Pearse,Australia,3,$300.00,240.0
1639,5.0,Zhuoxin Li,Chuanyong Liu,China,4,$300.00,240.0
1640,5.0,Soloman Bushby,James Takken,Australia,6,$300.00,240.0
1641,5.0,Tomer Hadar,David Lanciano,Israel,8,$300.00,240.0
1642,9.0,Ryota Oda,Ryo Shindo,Japan,7,$200.00,180.0
1643,9.0,Yuhang Cheng,Chaowei Zhou,China,10,$200.00,180.0
1644,9.0,Deyu Cao,Xianwu Weng,China,"14, Q6",$200.00,180.0
1645,9.0,Xinglong Sun,Tai Zhang,China,"16, Q7",$200.00,180.0
1646,13.0,Cheuk Yin Lau,Pui Lam Wong,Hong Kong,9,$100.00,140.0
1647,13.0,Junjie Liu,Zhihao Sun,China,11,$100.00,140.0
1648,13.0,Zongqi Xu,Yongji Zhou,China,"12, Q1",$100.00,140.0
1649,13.0,L.F. Lee,Ming Kam Yiu,Hong Kong,15,$100.00,140.0
1650,17.0,Jinyang Song,Zhihui Zhang,China,Q2,$0.00,100.0
1651,17.0,Hongjun Du,Jinqiu Liu,China,Q3,$0.00,100.0
1652,17.0,Ryuichi Adachi,Yu Takuma,Japan,Q4,$0.00,100.0
1653,17.0,JunKai Chang,Junnan Dong,China,Q8,$0.00,100.0
1654,1.0,Richard Peemuller,Tilo Rietschel,Germany,"10, Q1","$1,000.00",400.0
1655,2.0,Kevin Cuzmiciov,River Day,Israel,1,$700.00,360.0
1656,3.0,Juan Bello,Josue Seekings,England,3,$500.00,320.0
1657,4.0,Alexander Annerstedt,Martin Appelgren,Sweden,5,$400.00,280.0
1658,5.0,Sainey Jawo,Pa Njie,Gambia,2,$300.00,240.0
1659,5.0,Stian Opsahl,Torje Thorkildsen,Norway,6,$300.00,240.0
1660,5.0,Jorgen Nilsen,Emil Ofstaas,Norway,7,$300.00,240.0
1661,5.0,Oussama El Azhari,Mohamed Yakki,Morocco,12,$300.00,240.0
1662,9.0,Yvan Dukundane,Evrard Irangabiye,Burundi,4,$200.00,180.0
1663,9.0,Moritz Camp,Ole Schwarmann,Germany,9,$200.00,180.0
1664,9.0,Merci Gisubizo,Patrick Kavalo,Rwanda,"14, Q3",$200.00,180.0
1665,9.0,Joseph Mafuru,David Neeke,Tanzania,"16, Q4",$200.00,180.0
1666,13.0,Don Ndayisaba,Lionel Ndayisaba,Burundi,8,$100.00,140.0
1667,13.0,Jean Iteriteka,Christ Mukunzi,Burundi,11,$100.00,140.0
1668,13.0,Jairoo Kipkosgei,Elphas Makuto,Kenya,"13, Q2",$100.00,140.0
1669,13.0,Venuste Gatsinzi,Olivier Ntagengwa,Rwanda,15,$100.00,140.0
1670,17.0,Johannes Kirsten,Lorenz Teege,Germany,Q5,$0.00,100.0
1671,1.0,Xu Yan,Mingli Zhou,China,12,"$1,000.00",400.0
1672,2.0,Xinxin Wang,Lingdi Zhu,China,1,$700.00,360.0
1673,3.0,Elizabeth Alchin,Kayla Mears,Australia,4,$500.00,320.0
1674,4.0,Wenqin Han,Lvwen Yuan,China,3,$400.00,280.0
1675,5.0,Ahedan Mushajiang,Jingzhe Wang,China,2,$300.00,240.0
1676,5.0,Ieva Dumbauskaite,Skalve Krizanauskaite,Lithuania,5,$300.00,240.0
1677,5.0,Kadeliye Halaiti,Yifan Yang,China,8,$300.00,240.0
1678,5.0,Abudula Dilinaer,Jindi Dong,China,9,$300.00,240.0
1679,9.0,Jiang Kaiyue,Yu Tong,China,6,$200.00,180.0
1680,9.0,Kelly Kool,Jade Race,United States,7,$200.00,180.0
1681,9.0,Yuran Hu,Xin Yao,China,10,$200.00,180.0
1682,9.0,Shuting Cao,Jiayi Xing,China,11,$200.00,180.0
1683,13.0,Yingpeng Wang,Xinchen Zhang,China,13,$100.00,140.0
1684,1.0,Liliana Fernandez,Paula Soria,Spain,1,"$1,000.00",400.0
1685,2.0,Eva Freiberger,Stephanie Wiesmeyr,Austria,2,$700.00,360.0
1686,3.0,Paula Schurholz,Janne Uhl,Germany,5,$500.00,320.0
1687,4.0,Yahli Ashush,Michal Barannik,Israel,3,$400.00,280.0
1688,5.0,Emmanuelie Ndayikengurukiye,Karen Noppen,Burundi,4,$300.00,240.0
1689,5.0,Gynette Kamwemwe,Delly-Drice Kaze,Burundi,6,$300.00,240.0
1690,5.0,Gaudencia Makokha,Naomie Too,Kenya,7,$300.00,240.0
1691,5.0,Andrea Galindo,Gorda Galindo,Colombia,8,$300.00,240.0
1692,1.0,Dorina Klinger,Ronja Klinger,Austria,1,"Ć 1,000.00",400.0
1693,2.0,Leona Kernen,Annique Niederhauser,Switzerland,9,Ć 700.00,360.0
1694,3.0,Menia Bentele,Anna Lutz,Switzerland,2,Ć 500.00,320.0
1695,4.0,Melanie Paul,Hanna-Marie Schieder,Germany,5,Ć 400.00,280.0
1696,5.0,Franziska Friedl,Katharina Schutzenhofer,Austria,4,Ć 300.00,240.0
1697,5.0,Ines Castro,Beatriz Pinheiro,Portugal,7,Ć 300.00,240.0
1698,5.0,Ziva Javornik,Maja Marolt,Slovenia,11,Ć 300.00,240.0
1699,5.0,Sarah Cools,Lisa Van Den Vonder,Belgium,"14, Q6",Ć 300.00,240.0
1700,9.0,Anna Pavelkova,Katerina Pavelkova,Czech Republic,6,Ć 200.00,180.0
1701,9.0,Sofia Gonzalez,Sol Guidarelli,Spain,8,Ć 200.00,180.0
1702,9.0,Daniele Kvedaraite,Irina Zobnina,Lithuania,12,Ć 200.00,180.0
